name,api success fail
5b555cbaa139169d2b8deca55c5ee2df31779aa7.exe,"LdrUnloadDll 2 0,NtOpenSection 0 3,RegCloseKey 76 0,NtReadFile 2 0,GetNativeSystemInfo 3 0,GetSystemInfo 3 0,RegQueryValueExA 26 49,WSAStartup 1 0,gethostbyname 0 4,IsDebuggerPresent 0 1,LookupPrivilegeValueW 8 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 5,NtMapViewOfSection 5 0,GetSystemMetrics 3 0,FindFirstFileExW 8 194,GetFileSize 3 0,RegOpenKeyExW 8 19,NtDelayExecution 3 0,NtDuplicateObject 8 0,InternetCrackUrlA 8 0,NtAllocateVirtualMemory 26 0,RegOpenKeyExA 66 420,NtFreeVirtualMemory 7 0,FindResourceExA 0 1,SetEndOfFile 0 1,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 4 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 16 4,closesocket 4 0,NtCreateMutant 4 0,NtProtectVirtualMemory 1 0,SHGetFolderPathW 188 0,LdrGetDllHandle 8 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 137 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 1,SetFileTime 3 0,LdrLoadDll 28 0,GetSystemWindowsDirectoryW 1 0,OleInitialize 1 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 53 0,"
2f95ba182f9bb4a914943017595983c7ea8b5a61.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 16 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 23 0,RegOpenKeyExA 61 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
29cfa5b797c3f2fba88d58b9ee1bc147d50cbcfd.exe,"GetNativeSystemInfo 3 0,NtOpenSection 0 3,RegCloseKey 74 0,NtReadFile 2 0,NtDuplicateObject 8 0,GetSystemInfo 2 0,RegQueryValueExA 26 49,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 194,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 7 18,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 66 420,LdrGetDllHandle 779 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 971 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 16 4,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 188 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 910 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 28 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 1020 0,"
3a89c03efbed262f92f3bd7a40007ac2fc86a750.exe,"__exception__ 1 0,NtTerminateProcess 0 1,RegOpenKeyExW 0 1,"
0e2fae11a6538cc040486e8daeb486456a3498a7.exe,"GetNativeSystemInfo 3 0,NtOpenSection 0 3,RegCloseKey 74 0,NtReadFile 2 0,NtDuplicateObject 8 0,GetSystemInfo 2 0,RegQueryValueExA 26 49,WSAStartup 1 0,gethostbyname 0 4,LookupPrivilegeValueW 8 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 194,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 7 18,NtDelayExecution 5 0,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 66 420,LdrGetDllHandle 1737 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 971 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 16 4,closesocket 4 0,NtCreateMutant 4 0,SHGetFolderPathW 188 0,NtCreateSection 4 0,socket 5 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 1868 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 28 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 10 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 1020 0,"
7c23f41853c86af8ff19585c9340c04c4495cdf2.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,gethostbyname 0 4,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 7 2,NtDelayExecution 5 0,NtAllocateVirtualMemory 27 0,RegOpenKeyExA 59 362,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 4 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 5 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 844 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 30 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 10 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
3ba97efd29fa376eaffed1c978279cf799954888.exe,"NtOpenSection 0 4,GetVolumePathNameW 2 0,GetForegroundWindow 1131 0,GetFileVersionInfoSizeW 2 0,GetAdaptersAddresses 4 4,GetFileAttributesW 25 3,NtReadVirtualMemory 10 0,InternetGetConnectedStateExA 1 0,RegOpenKeyExW 147 48,NtDelayExecution 450 0,SetErrorMode 18 0,GetFileInformationByHandle 1 0,RegOpenKeyExA 76 7,GetCursorPos 118 0,RtlRemoveVectoredExceptionHandler 1 0,GetTempPathW 1 0,NtCreateFile 38 8,GetSystemTimeAsFileTime 64 0,GlobalMemoryStatusEx 3 0,LoadResource 59 0,SetFileAttributesW 1 0,sendto 6 0,NtQueryInformationFile 9 0,RegCreateKeyExW 515 0,DeviceIoControl 2 0,NtQueryKey 555 2,OpenServiceA 2 0,WriteProcessMemory 264 0,RegQueryValueExA 0 76,EnumWindows 9 0,OpenServiceW 3 0,NtEnumerateValueKey 2 1,NtQueryValueKey 235 147,getsockname 4 0,RegQueryValueExW 51 158,CreateActCtxW 3 2,NtDeviceIoControlFile 39 1,NtReadFile 14 3,NtWriteFile 6 0,LdrGetDllHandle 4284 21,NtQuerySystemInformation 199 0,NtSetValueKey 10 0,CreateDirectoryExW 1 0,CreateThread 12 0,GetSystemDirectoryW 5 0,LoadStringW 27 0,GetVolumeNameForVolumeMountPointW 4 3,NtProtectVirtualMemory 231 0,CertCreateCertificateContext 2 0,CoInitializeEx 11 4,RegDeleteValueW 0 1,GlobalMemoryStatus 196 0,socket 12 0,RegSetValueExW 492 0,LdrGetProcedureAddress 6391 3,NtOpenThread 4 0,CopyFileW 1 0,NtEnumerateKey 13 7,NtOpenDirectoryObject 3 0,LdrLoadDll 149 0,UuidCreate 7 0,WriteConsoleW 1 0,CreateToolhelp32Snapshot 22 0,CoUninitialize 16 0,RegCloseKey 736 0,LookupAccountSidW 58 58,GetBestInterfaceEx 2 2,GetNativeSystemInfo 4 0,NtCreateKey 3 0,WSAStartup 8 0,NtTerminateThread 1 0,NtTerminateProcess 2 4,SendNotifyMessageW 2 0,CryptCreateHash 7 0,CreateRemoteThread 3 5,GetSystemMetrics 746 3,NtCreateThreadEx 3 0,GetFileSize 0 6,InternetQueryOptionA 1 0,NtAllocateVirtualMemory 135 0,ReadProcessMemory 112 0,CreateDirectoryW 1 4,DeleteFileW 3 0,SHGetFolderPathW 23 0,listen 2 0,GetComputerNameW 1 0,NtResumeThread 11 0,GetFileSizeEx 3 0,CoCreateInstance 29 2,CryptAcquireContextW 7 0,CryptDecodeObjectEx 107 0,FindFirstFileExW 17 4,closesocket 8 0,GetFileInformationByHandleEx 2 0,SetFileInformationByHandle 1 0,NtCreateSection 8 0,NtOpenMutant 0 10,GetFileType 14 0,CreateProcessInternalW 2 0,NtDuplicateObject 50 0,GetSystemWindowsDirectoryA 1 0,DrawTextExW 30 0,InternetCrackUrlW 1 0,GetSystemInfo 10 0,FindWindowW 5 1,GetSystemWindowsDirectoryW 1 0,NtClose 2594 6,RegDeleteKeyW 0 1,NtOpenProcess 534 22,CryptHashData 28 0,NtFreeVirtualMemory 39 1,Process32NextW 689 22,SizeofResource 55 0,NtMapViewOfSection 10 0,Process32FirstW 22 0,GetKeyState 623 0,LdrUnloadDll 33 0,CertOpenStore 4 0,NtOpenFile 10 0,SetFilePointer 28 0,NtUnmapViewOfSection 19 0,NtQueryDirectoryFile 5 6,SetUnhandledExceptionFilter 0 1,NtQueryAttributesFile 2 0,NtCreateMutant 671 0,GetAddrInfoW 0 1,FindResourceExW 2 0,bind 4 0,NtOpenKey 99 39,OpenSCManagerW 3 0,FindResourceW 56 0,CertControlStore 17 0,GetFileVersionInfoW 2 0,NtOpenKeyEx 236 215,OpenSCManagerA 2 0,"
6b774236f576425a0616ea8df1c233d80726714c.exe,"GetNativeSystemInfo 3 0,LdrUnloadDll 1 0,NtOpenSection 0 3,CoUninitialize 1 0,RegCloseKey 69 0,NtReadFile 2 0,WriteProcessMemory 5 0,NtSetContextThread 1 0,RegQueryValueExA 26 47,NtCreateFile 4 78,NtResumeThread 1 0,NtTerminateProcess 1 2,NtClose 69 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 0,NtMapViewOfSection 5 0,FindFirstFileExW 8 194,SizeofResource 2 0,GetFileSize 3 0,GetUserNameW 1 0,RegOpenKeyExW 3 17,NtDelayExecution 5 0,NtDuplicateObject 8 0,InternetCrackUrlA 6 0,connect 0 2,NtAllocateVirtualMemory 18 0,ReadProcessMemory 1 0,RegOpenKeyExA 64 420,LdrGetDllHandle 9 2,OpenSCManagerW 1 0,OleInitialize 2 1,NtOpenFile 2 0,SHGetFolderPathW 188 0,CreateThread 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 2,GetTempPathW 2 0,NtFreeVirtualMemory 5 1,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 16 4,closesocket 2 0,NtCreateMutant 4 0,socket 3 0,WSAStartup 1 0,UuidCreate 1 0,NtCreateSection 5 0,NtGetContextThread 1 0,GetUserNameA 2 0,NtOpenKey 3 0,NtOpenMutant 0 4,LoadResource 1 0,LdrGetProcedureAddress 66 0,RegSetValueExA 1 0,StartServiceA 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 36 0,LookupPrivilegeValueW 8 0,GetSystemWindowsDirectoryW 1 0,FindResourceA 1 0,NtQueryInformationFile 2 0,CreateProcessInternalW 1 0,NtQueryValueKey 0 3,"
4a2af0c1aff1c28b254211537a9af6b2b6f9f96b.exe,"__exception__ 1 0,NtTerminateProcess 0 1,RegOpenKeyExW 0 1,"
7f6399f16ac217f34e54c07a853b4eead9f01f4f.exe,"GetNativeSystemInfo 3 0,NtOpenSection 0 3,RegCloseKey 74 0,NtReadFile 2 0,NtDuplicateObject 7 0,GetSystemInfo 2 0,RegQueryValueExA 26 49,WSAStartup 1 0,gethostbyname 0 4,LookupPrivilegeValueW 8 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 6 0,FindFirstFileExW 8 194,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 7 18,NtDelayExecution 5 0,NtAllocateVirtualMemory 18 0,RegOpenKeyExA 66 420,LdrGetDllHandle 1737 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 971 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 16 4,closesocket 4 0,NtCreateMutant 4 0,SHGetFolderPathW 188 0,NtCreateSection 4 0,socket 5 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 1868 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 28 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 10 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 1018 0,"
3e3069eb2afbe825e93c14bc8f7c080bce505404.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 3 0,connect 0 3,NtAllocateVirtualMemory 26 0,RegOpenKeyExA 62 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 3 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 6 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
9b46c1f35a30d14f846ceb257f52c881bdd96407.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 4 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 62 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 37 0,"
03c7dd4272f3502c11006574d803ffd3d1a5a901.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 65 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtClose 52 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtOpenDirectoryObject 1 0,FindFirstFileExW 4 161,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 9 2,NtDelayExecution 3 0,StartServiceA 1 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 59 362,NtFreeVirtualMemory 5 0,NtQuerySystemInformation 1 0,NtEnumerateValueKey 0 1,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,NtUnmapViewOfSection 1 0,CoCreateInstance 1 0,GetSystemDirectoryW 2 0,NtQueryDirectoryFile 4 4,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 4 78,GetSystemTimeAsFileTime 2 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,NtProtectVirtualMemory 3 0,SHGetFolderPathW 157 0,LdrGetDllHandle 696 2,NtCreateSection 4 0,socket 3 0,GetUserNameA 2 0,NtOpenKey 14 9,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 839 0,RegSetValueExA 1 0,NtEnumerateKey 1 1,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 6 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtQueryValueKey 2 9,"
1a783a68cc29bd1d27e0b7c11f68a00cbf84d681.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 3 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 62 363,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
16bcbfc564fb15ea971562c1b94d1bbb37a7017e.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,gethostbyname 0 4,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 5 2,NtDelayExecution 5 0,NtAllocateVirtualMemory 17 0,RegOpenKeyExA 59 362,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 4 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 5 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 845 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 10 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
2e8a619aa752c4070b105ef76f2bfbf3900d9b63.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 65 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,LookupPrivilegeValueW 8 0,NtClose 42 0,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 1 3,NtFreeVirtualMemory 16 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 4 1,NtDelayExecution 4 0,connect 0 3,NtAllocateVirtualMemory 23 1,RegOpenKeyExA 62 363,NtOpenDirectoryObject 1 0,NtQuerySystemInformation 1 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,NtUnmapViewOfSection 1 0,CoCreateInstance 1 0,GetSystemDirectoryW 2 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 2 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 3 0,NtCreateMutant 4 0,NtProtectVirtualMemory 3 0,SHGetFolderPathW 164 0,LdrGetDllHandle 705 2,NtCreateSection 4 0,socket 4 0,GetUserNameA 2 0,NtOpenKey 3 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 848 0,RegSetValueExA 1 0,StartServiceA 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 31 0,GetSystemWindowsDirectoryW 1 0,InternetCrackUrlA 8 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtQueryValueKey 0 3,"
2fea8ab00632561e7bf85c5355cb2dbb501009b8.exe,"__exception__ 1 0,LdrGetDllHandle 1 0,NtTerminateProcess 0 1,LdrGetProcedureAddress 1 0,RegOpenKeyExW 0 1,"
015e2de98e16251f3e47c3090b2d6271c343af07.exe,"GetNativeSystemInfo 1 0,NtOpenSection 0 3,RegCloseKey 64 0,NtReadFile 2 0,NtDuplicateObject 5 0,GetSystemInfo 2 0,RegQueryValueExA 26 43,WSAStartup 1 0,gethostbyname 0 4,GetSystemWindowsDirectoryW 1 0,NtQueryValueKey 0 2,RegCreateKeyExA 2 0,GetFileAttributesW 23 0,OpenServiceW 2 0,RegQueryValueExW 0 3,NtFreeVirtualMemory 5 0,FindFirstFileExW 8 167,NtMapViewOfSection 4 0,GetFileSize 3 0,RegOpenKeyExW 7 2,NtDelayExecution 5 0,NtAllocateVirtualMemory 27 0,RegOpenKeyExA 59 362,LdrGetDllHandle 703 0,OleInitialize 1 0,NtOpenFile 2 0,GetUserNameW 1 0,CoCreateInstance 1 0,NtUnmapViewOfSection 1 0,NtQueryDirectoryFile 8 8,SetUnhandledExceptionFilter 0 1,GetTempPathW 2 0,NtCreateFile 6 78,GetSystemTimeAsFileTime 1 0,CertOpenSystemStoreA 1 0,RegEnumKeyExA 14 2,closesocket 4 0,NtCreateMutant 4 0,SHGetFolderPathW 164 0,NtCreateSection 4 0,socket 5 0,GetUserNameA 2 0,NtOpenKey 2 0,NtOpenMutant 0 4,OpenSCManagerW 1 0,LdrGetProcedureAddress 843 0,RegSetValueExA 1 0,StartServiceA 1 0,NtOpenDirectoryObject 1 0,SetFileAttributesW 3 0,SetFileTime 3 0,LdrLoadDll 29 0,LookupPrivilegeValueW 8 0,InternetCrackUrlA 10 0,UuidCreate 1 0,NtQueryInformationFile 2 0,NtClose 39 0,"
